CD Code|CD Name|Customer Code|Customer Name|RE Channel|Registration Date|Customer Creation Date|Beat Code|Beat Name|Salesman Code|Salesman Name|Coverage_Day|Customer_Name|Outlet_Index_No|Beat_Name|Beat_Index_No|HO-DSM Type|contact|Zone_|State_|District_|City_|Pop Strata_|Super_Charge_Product|Super_Charge_Product_PDO|Super_Charge_No_of_Product|Tota_Outlet_Count|Tota_Outlet_Count_Slab|Super_Charge_Focus_Product_Vol|Super_Charge_Num_Products_Billed|Super_Charge_Focus_Product_Vol_BTD|Super_Charge_Num_Products_Billed_BTD|Total_Vol_MT
2112214|SANYAM MARKETING|AWL1000704253|Manish Provision Store|Low End|44595|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|17. Manish Provision Store - AWL1000704253|17|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|0.0|1.0|12.0|4.0|1.76
2112214|SANYAM MARKETING|AWL1000704261|Narendra Store|Low End|44595|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|18. Narendra Store - AWL1000704261|18|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000178765|NEW MAHESH KIRANA|Low End|43453|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|19. NEW MAHESH KIRANA - AWL1000178765|19|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL0000831405|New Ranuja kirana store|Low End|45509|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|20. New Ranuja kirana store - AWL0000831405|20|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000248489|NEW SAURASHTRA PROVISION STORE|Low End|43664|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|21. NEW SAURASHTRA PROVISION STORE - AWL1000248489|21|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|0.0|1.0|12.0|4.0|1.12
2112214|SANYAM MARKETING|AWL1000197346|OM PRAKASH NANAK RAM STORE|Low End|43453|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|22. OM PRAKASH NANAK RAM STORE - AWL1000197346|22|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000496561|Omlaxmi Provision store|Low End|44264|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|23. Omlaxmi Provision store - AWL1000496561|23|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000178721|PAWAN GENERAL STORE|Low End|43453|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|24. PAWAN GENERAL STORE - AWL1000178721|24|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL0000831406|Radha Swami kirana store|Low End|45509|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|25. Radha Swami kirana store - AWL0000831406|25|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000178705|SHANTINATH TRADING COMPANY|Low End|43453|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|26. SHANTINATH TRADING COMPANY - AWL1000178705|26|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000197349|SHREE MAHAKALI PROVISION STORE |Low End|43453|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|27. SHREE MAHAKALI PROVISION STORE  - AWL1000197349|27|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000178706|SHREE NATHJI KIRANA STORE|Low End|43453|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|28. SHREE NATHJI KIRANA STORE - AWL1000178706|28|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|0.0|1.0|12.0|4.0|1.76
2112214|SANYAM MARKETING|AWL1000437222|SHREE RATNESHWARI TREADERS KARIYANA|Low End|44149|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|29. SHREE RATNESHWARI TREADERS KARIYANA - AWL1000437222|29|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000178722|SHREE VARAHI TRADERS|WH|43453|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|30. SHREE VARAHI TRADERS - AWL1000178722|30|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000178732|SHRIJI SUPER MARKET|Low End|43453|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|31. SHRIJI SUPER MARKET - AWL1000178732|31|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000704254|Shubh Laxmi Kirana Store|Low End|44595|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|32. Shubh Laxmi Kirana Store - AWL1000704254|32|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000178733|SHUBHALAXMI KIRANA STORES|Low End|43453|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|33. SHUBHALAXMI KIRANA STORES - AWL1000178733|33|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000197345|SURESH BHARU LAL KIRANA |Low End|43453|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|34. SURESH BHARU LAL KIRANA  - AWL1000197345|34|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|0.0|1.0|12.0|4.0|1.76
2112214|SANYAM MARKETING|AWL1000178743|VASANI SALES AGENCY|Low End|43605|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|35. VASANI SALES AGENCY - AWL1000178743|35|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000179359|VASUDEV PROVISION STORE|Low End|43453|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|36. VASUDEV PROVISION STORE - AWL1000179359|36|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000179943|VITRANG PROVISON|Low End|43453|45695|BEAT81362311950|Meghaninagar - O|SLM2138391|Dipak Maheriya|Sunday|37. VITRANG PROVISON - AWL1000179943|37|4. Meghaninagar - O|4|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|37|31-40|||||
2112214|SANYAM MARKETING|AWL1000178792|AMBICA KIRANA PROVISION STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|1. AMBICA KIRANA PROVISION STORE - AWL1000178792|1|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178847|ANNPURANA ANAJJ BHANDAR|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|2. ANNPURANA ANAJJ BHANDAR - AWL1000178847|2|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178674|ASHA PURA PROVISION|Low End|43477|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|3. ASHA PURA PROVISION - AWL1000178674|3|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000425815|BERMAI DAIRY AND MART |Low End|44106|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|4. BERMAI DAIRY AND MART  - AWL1000425815|4|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178857|GAYATRI KIRANA STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|5. GAYATRI KIRANA STORE - AWL1000178857|5|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000248463|GHANSHYAM KIRANA STORE |Low End|43664|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|6. GHANSHYAM KIRANA STORE  - AWL1000248463|6|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178859|GHANSYAM KIRANA STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|7. GHANSYAM KIRANA STORE - AWL1000178859|7|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178863|I.G.KIRANA STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|8. I.G.KIRANA STORE - AWL1000178863|8|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178865|JANKI KIRANA STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|9. JANKI KIRANA STORE - AWL1000178865|9|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178866|JAY AMBE GENERAL STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|10. JAY AMBE GENERAL STORE - AWL1000178866|10|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178867|JAY BAHUCHAR KIRANA STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|11. JAY BAHUCHAR KIRANA STORE - AWL1000178867|11|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178868|JAY BHAGWAN KIRANA & PROVISION STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|12. JAY BHAGWAN KIRANA & PROVISION STORE - AWL1000178868|12|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178869|JAY BHOLENATH KIRANA STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|13. JAY BHOLENATH KIRANA STORE - AWL1000178869|13|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000197411|JAY MELDI SEVA KENDRA |Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|14. JAY MELDI SEVA KENDRA  - AWL1000197411|14|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000492148|jay Ranchod kirana store|Low End|44234|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|15. jay Ranchod kirana store - AWL1000492148|15|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000179921|Mamadev General Store|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|16. Mamadev General Store - AWL1000179921|16|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000437223|MARUTINANDAN KIRANA STORE|Low End|44149|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|17. MARUTINANDAN KIRANA STORE - AWL1000437223|17|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178801|MEET ENTERPRISE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|18. MEET ENTERPRISE - AWL1000178801|18|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178883|M-MART TRGDING COMPANY|Premium|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|19. M-MART TRGDING COMPANY - AWL1000178883|19|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000496534|NEW CHAMUNDA KIRANA STORS|Low End|44264|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|20. NEW CHAMUNDA KIRANA STORS - AWL1000496534|20|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000197413|NEW MAMADEV GENERAL STORES |Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|21. NEW MAMADEV GENERAL STORES  - AWL1000197413|21|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL0000831404|Radhe Dairy Parlour|Low End|45509|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|22. Radhe Dairy Parlour - AWL0000831404|22|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178890|RAMDEV SUPER MARKET|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|23. RAMDEV SUPER MARKET - AWL1000178890|23|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000496552|SAGAR MART|Low End|44264|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|24. SAGAR MART - AWL1000496552|24|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178893|SAKATI KIRANA STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|25. SAKATI KIRANA STORE - AWL1000178893|25|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178892|SAKATI KIRANA STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|26. SAKATI KIRANA STORE - AWL1000178892|26|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000425785|Sarneshwar Super Market|Low End|44106|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|27. Sarneshwar Super Market - AWL1000425785|27|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000492140|Savitri kirana store|Low End|44234|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|28. Savitri kirana store - AWL1000492140|28|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL0000842430|Shankar Traders|Low End|45566|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|29. Shankar Traders - AWL0000842430|29|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000433303|Shivam Kirana Store|Low End|44126|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|30. Shivam Kirana Store - AWL1000433303|30|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178896|SHREE AGJMAIYA PROVISION STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|31. SHREE AGJMAIYA PROVISION STORE - AWL1000178896|31|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178901|SHREE JAXANI KIRANA STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|32. SHREE JAXANI KIRANA STORE - AWL1000178901|32|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000496559|shree ji kirana and Genral store|Low End|44264|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|33. shree ji kirana and Genral store - AWL1000496559|33|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178874|SHREE KHATRAPAL PROVISION STORE|Low End|43453|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|34. SHREE KHATRAPAL PROVISION STORE - AWL1000178874|34|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000433311|Shree Matangi Kirana pro store|Low End|44126|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|35. Shree Matangi Kirana pro store - AWL1000433311|35|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000496564|Shree ram genral store |Low End|44264|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|36. Shree ram genral store  - AWL1000496564|36|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000496573|shri gogaji anaj bhandar|Low End|44264|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|37. shri gogaji anaj bhandar - AWL1000496573|37|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL0000831403|Siddhi Kirana Store|Low End|45509|45695|BEAT81362311951|Uma Hospital - O|SLM2138391|Dipak Maheriya|Sunday|38. Siddhi Kirana Store - AWL0000831403|38|5. Uma Hospital - O|5|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL0000846848|aarti kirna store|Low End|45605|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|1. aarti kirna store - AWL0000846848|1|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000179153|AMBIKA PROVISION STORE|Low End|43453|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|2. AMBIKA PROVISION STORE - AWL1000179153|2|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000179574|BABA RAMDEV KIRANA STORE|Low End|43453|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|3. BABA RAMDEV KIRANA STORE - AWL1000179574|3|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000496474|BAYOSHA PRO STORE|Low End|44264|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|4. BAYOSHA PRO STORE - AWL1000496474|4|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000704244|BHAIRAWANATH KIRANA STORE|Low End|44595|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|5. BHAIRAWANATH KIRANA STORE - AWL1000704244|5|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000197605|BHERU BHAVANI PRO STORE |Low End|43453|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|6. BHERU BHAVANI PRO STORE  - AWL1000197605|6|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000179590|CHAMUNDA KIRANA STORES|Low End|43453|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|7. CHAMUNDA KIRANA STORES - AWL1000179590|7|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000178581|CHAMUNDA PROVISION STORE|Low End|43453|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|8. CHAMUNDA PROVISION STORE - AWL1000178581|8|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000179581|CHARBHUJA PROVISION STORE|Low End|43453|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|9. CHARBHUJA PROVISION STORE - AWL1000179581|9|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000197606|DHARTI KIRANA STORE|Low End|43453|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|10. DHARTI KIRANA STORE - AWL1000197606|10|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000179851|GEMINI PROVISION STORE|Low End|43453|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|11. GEMINI PROVISION STORE - AWL1000179851|11|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000581023|GOPINATH JAN STORE|Low End|44499|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|12. GOPINATH JAN STORE - AWL1000581023|12|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000596852|JAY AMBE PROVISHON STORE|Low End|44538|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|13. JAY AMBE PROVISHON STORE - AWL1000596852|13|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000178585|JAY KHODIYAR KIRANA  STORE|Low End|43453|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|14. JAY KHODIYAR KIRANA  STORE - AWL1000178585|14|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL0000842431|K P Super Market|SS|45566|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|15. K P Super Market - AWL0000842431|15|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
2112214|SANYAM MARKETING|AWL1000179582|KRISHNA GENERAL STORE|Low End|43453|45695|BEAT81362311952|Viratnagar - O|SLM2138391|Dipak Maheriya|Sunday|16. KRISHNA GENERAL STORE - AWL1000179582|16|6. Viratnagar - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|42|41-50|||||
